iteration, reward, inf_norm_diff
1, -1286.4103248711917, 19.973892018164946
2, -1228.5919194585251, 6.911860330537284
3, -1081.0138451933976, 9.794439287032873
4, -1252.5636901609564, 9.369225184224316
5, -1146.024424034701, 15.560279443648074
6, -1146.5181681091658, 9.962154859131445
7, -1103.0277627442467, 8.556340700835737
8, -1073.4198208674484, 10.167089924774663
9, -1074.9357688749783, 10.674112777532567
10, -1065.2084263602485, 11.870829386629225
11, -1155.2569488086374, 10.534191465719697
12, -1174.7980806598027, 13.100161663168059
13, -1205.1850292374534, 12.66236169213441
14, -1230.6020253546317, 7.995878275448378
15, -1233.1233242156127, 7.20623795392725
16, -1263.2080822401238, 4.5572446080026685
17, -1206.9179620314412, 10.204717332278342
18, -1175.7026286735318, 4.0560804201798755
19, -1122.3534306554777, 3.5439854178738504
20, -1159.140779381282, 6.594226530396636
21, -1021.8129417604738, 8.142546751862191
22, -1109.3445114948825, 9.185899250020112
23, -1068.1199671294348, 9.809242456509008
24, -1065.2073041783967, 7.563860392573417
25, -1113.5030442291486, 8.175195640910927
26, -1118.614661090727, 2.097569585414871
27, -1129.5781195156162, 1.9846066871032289
28, -1173.3453648452141, 3.564113041855594
29, -1113.3855239115196, 3.6735698625111297
30, -1151.9020910173297, 2.438928289970878
31, -1065.7835554501146, 3.5559951878812903
32, -1098.1999756844405, 4.302295200755479
33, -1097.1191624496405, 3.5041164189067318
34, -992.2459894287197, 3.6211760595737204
35, -986.3101939078331, 5.933439582363648
36, -1182.1901571037104, 6.019587783879002
37, -1054.783177421189, 7.3563255515267905
38, -1022.1802285225907, 4.395173807779004
39, -1060.346487544576, 3.944966727303151
40, -905.4945073474021, 12.000329948315112
41, -1047.992241205648, 6.1067269457821
42, -1087.3051452059196, 6.457381238763027
43, -1019.4680698103624, 5.121017108810174
44, -1153.209209658257, 3.901433501405513
45, -1209.1073792889188, 7.256980019374151
46, -1204.063638250001, 7.597527401447161
47, -1177.0103457267935, 7.0836221543758215
48, -1207.3323019525956, 13.764372951904466
49, -1151.5920524956941, 6.854407777911279
50, -1100.9147225473323, 4.115556078444683
51, -1120.7696557256543, 5.965754123716031
52, -1053.604363378086, 9.568565132799336
53, -882.8705026608125, 12.44423442463669
54, -1161.528299836377, 14.864400407194143
55, -814.7651224404992, 25.903953818125498
56, -1114.1349374787137, 27.402645594699976
57, -1161.8238379242164, 19.535217341564575
58, -1173.628624842514, 13.753023999111916
59, -1152.976272796318, 11.186789154323842
60, -1146.9030044575943, 14.413208785245056
61, -1059.9548452906931, 12.07961706677836
62, -586.8945993922417, 16.10963834909258
63, -689.0266189976508, 20.135154428255255
64, -683.9912643726183, 25.804952654510046
65, -589.1792436747177, 26.199536223044777
66, -1041.725143266553, 22.87255841635873
67, -817.528123958163, 15.391583744450173
68, -952.236294677655, 20.231671700630628
69, -1159.6079784929748, 26.44987421987893
70, -900.3658791770064, 18.492731370766993
71, -699.8521608128915, 19.42327982018726
72, -566.8778975143113, 20.356917597858235
73, -607.7980078718786, 15.429747346264541
74, -931.0425882393432, 10.737744373385386
75, -1020.6926279798224, 16.114534923795443
76, -854.5116600511626, 12.718886192674248
77, -767.1319484911721, 16.777556061791113
78, -545.3682445863384, 17.157864574411622
79, -883.5910175997618, 14.838229711694337
80, -1119.8256724792986, 16.644859032049695
81, -892.0451023845619, 13.790306828850428
82, -1098.5947106901388, 22.724230256260405
83, -904.245323603435, 15.860179972020953
84, -519.1229598400729, 15.451791133910731
85, -418.0349946379491, 24.331248679696476
86, -254.39898025828265, 30.954240886186213
87, -335.62956680323657, 18.572415355381008
88, -350.7831351556438, 27.472293632212768
89, -441.44737443629555, 12.312615230509634
90, -354.25506770275297, 19.672535953349037
91, -284.18401287421074, 15.482420640477827
92, -185.43296007611065, 9.605576472962657
93, -380.37643084544436, 16.665677736167275
94, -420.08360271861676, 19.837571881550996
95, -353.8527222551394, 19.524195934932013
96, -532.3920980547719, 23.498077413095107
97, -349.38160406942814, 25.54283800796791
98, -162.16332183594258, 25.850451160262544
99, -415.5369914845986, 26.341802974591424
100, -248.49904220644294, 15.169323426045105
101, -289.40596736743476, 12.069475276579858
102, -302.715574723404, 11.72573971103239
103, -257.7056041621697, 8.797076582556526
104, -220.54753242358166, 9.887205927199913
105, -176.70569417470347, 14.528919216631728
106, -192.82507140563862, 6.810282373593889
107, -300.12529709005366, 11.620966797403515
108, -161.20590685907214, 5.698080905100529
109, -196.3893708645866, 13.539395094663542
110, -304.2069610876193, 11.902019262993232
111, -308.40513096534494, 7.508765293754407
112, -247.5714284889118, 16.395107291115558
113, -270.40890487538974, 4.648019109884007
114, -350.74714217617566, 11.916847688011176
115, -149.91123175175582, 6.981027291295556
116, -271.50076868227205, 11.893665311193729
117, -164.2935755546165, 3.308283705954439
118, -207.78060544317205, 4.3496326831894505
119, -256.7495650336943, 9.576706023735339
120, -200.8025605156228, 6.992257387817739
121, -295.0258573963935, 7.982647152754769
122, -174.49905128217327, 9.357497665981553
123, -276.32463088579135, 11.500842966987769
124, -212.57709042785464, 4.666625629055902
125, -266.7958138025785, 13.355324238197765
126, -327.032810390655, 7.253786662658307
127, -364.32508632410753, 19.303998840911305
128, -208.93349363654434, 5.104298329446787
129, -259.16150730181147, 8.179462368052025
130, -272.7839502081988, 7.303394905422461
131, -212.56231566381865, 2.8082375473123897
132, -237.91744401074016, 5.9471932092279065
133, -185.33220415135935, 8.143782853299045
134, -158.4060744372439, 10.874079339651786
135, -286.2949967917695, 8.554035997051818
136, -157.6887544659678, 6.546900234181166
137, -236.5126934286951, 10.918234740664689
138, -223.25719094999687, 10.897844526478188
139, -295.23669760974474, 15.597713339156218
140, -352.13746038597645, 1.9283034984923155
141, -250.53780325627628, 10.394295496775271
142, -309.5302678508144, 9.222240950290216
143, -202.82015978142874, 3.887584094406879
144, -186.54976296368562, 18.616201029852245
145, -315.63530680128054, 10.953016553483662
146, -244.52575052613415, 5.083554370820808
147, -377.7739526665563, 13.581039001316718
148, -182.78511601974566, 7.11630503983822
149, -159.48968393672402, 8.270488622428955
150, -186.4275426386249, 4.2238638123966465
151, -171.37005509650544, 8.160678571178343
152, -309.0018528010556, 12.017195575006612
153, -281.42608497265985, 14.408742555687901
154, -186.22580970803318, 8.393070665676051
155, -146.08291037120847, 3.0628647494703234
156, -149.38880830594223, 10.430487772314489
157, -308.71543125657234, 12.65882141555908
158, -433.44701346629336, 20.917909813653253
159, -395.50946661413013, 17.374782713288344
160, -194.92345853295973, 4.776379936550952
161, -266.1186471201407, 2.7581472966960554
162, -169.9676867424855, 8.381042709772416
163, -186.78175285362605, 13.285509577757015
164, -214.75611649720645, 7.231278263529757
165, -211.43083885244081, 16.84690917269709
166, -255.57767107817222, 2.1649306910309476
167, -185.97106978157856, 4.446704629680364
168, -304.61015924253, 2.8944678804509776
169, -220.99661946891666, 1.7760599924596658
170, -255.58002112083582, 12.418532643344601
171, -324.5238670193988, 20.304898489676894
172, -237.11293127377039, 4.303560534325454
173, -305.8558537908594, 9.297017403557074
174, -444.3597742702394, 4.3178802341596585
175, -201.93011787469334, 14.383644018068953
176, -316.33368004128033, 4.1427257756743945
177, -177.23840564051696, 17.36566616785445
178, -308.8211581782024, 12.03916581288069
179, -268.9583994177881, 2.343271534086678
180, -310.1162258076214, 3.722778069016235
181, -181.90204987295772, 8.551965742097757
182, -358.40813728913554, 6.943596711353583
183, -421.3666154854981, 11.288035180172308
184, -183.62968474424537, 7.644002594997139
185, -207.6489271119358, 6.306582775861538
186, -241.6795102676005, 2.01427420095162
187, -255.6200942977967, 8.155996123314432
188, -254.78278974852128, 1.2196419336005544
189, -269.84106954124803, 6.583592354930869
190, -319.18464585854775, 9.335068414291946
191, -220.43644301844796, 15.416509907654367
192, -330.7466494121096, 16.31580856671334
193, -138.58114389501986, 11.50891896461269
194, -260.73887492633213, 1.9429885832658027
195, -172.5661212945221, 1.1669102537453486
196, -144.8268702002353, 4.442423746504974
197, -232.5890747759003, 8.847140746085143
198, -335.99956321125575, 5.845886192641095
199, -303.43570219607744, 8.803648721151674
200, -147.40896633260485, 3.5003865290519736
