iteration, reward, inf_norm_diff
1, 12.0, 1.169468620390136
2, 17.2, 0.9113995860701722
3, 22.1, 1.3820694864264687
4, 42.9, 2.022675158672124
5, 48.3, 2.2158977220513334
6, 54.4, 1.884795086159838
7, 90.0, 2.6568812810968994
8, 68.6, 2.1808804198634046
9, 104.7, 3.6015904215146275
10, 121.4, 5.994362424859652
11, 137.6, 6.540445941886033
12, 210.0, 42.11577558819808
13, 226.0, 40.836452402918205
14, 304.5, 20.921166990076312
15, 124.3, 37.035287919620515
16, 800.9, 42.002208267990476
17, 1000.0, 42.81545239740477
18, 1000.0, 46.37576822572026
19, 1000.0, 36.772157878075426
20, 1000.0, 30.53987699858022
21, 1000.0, 38.277335680079865
22, 1000.0, 37.745690782319
23, 1000.0, 33.21201665875453
24, 1000.0, 4.489276629210087
25, 1000.0, 45.82007491647449
26, 1000.0, 45.74955350041139
27, 1000.0, 45.731158909528524
28, 1000.0, 45.774934652115604
29, 1000.0, 45.81503465468137
30, 1000.0, 44.30747160383434
31, 1000.0, 40.57023344280813
32, 1000.0, 42.79611111004419
33, 1000.0, 44.31191419759477
34, 1000.0, 46.23861799165054
35, 1000.0, 46.475510485471276
36, 1000.0, 46.54346680995316
37, 1000.0, 46.13065158597222
38, 1000.0, 39.2965036637838
39, 1000.0, 41.28823900526299
40, 1000.0, 37.72762705457524
41, 1000.0, 33.3923056775524
42, 1000.0, 41.13403757756192
43, 1000.0, 39.29751915711054
44, 1000.0, 39.532084541905505
45, 1000.0, 31.57474773446409
46, 1000.0, 4.449250657237393
47, 1000.0, 4.448795816646791
48, 1000.0, 4.448795816646791
49, 1000.0, 4.440608686016011
50, 1000.0, 4.455163584915178
51, 1000.0, 4.460621672002363
52, 1000.0, 4.450160338418585
53, 1000.0, 4.444247410740803
54, 1000.0, 4.435150598928827
55, 1000.0, 4.441063526606614
56, 1000.0, 4.426053787116855
57, 1000.0, 4.423324743573262
58, 1000.0, 4.457437787868171
59, 1000.0, 4.433331236566436
60, 1000.0, 4.4392441642442195
61, 1000.0, 4.467444280861345
62, 1000.0, 4.462895874955357
63, 1000.0, 4.441973207787813
64, 1000.0, 4.458347469049369
65, 1000.0, 4.45425390373398
66, 1000.0, 4.439699004834818
67, 1000.0, 4.43151187420404
68, 1000.0, 4.452434541371584
69, 1000.0, 4.439699004834818
70, 1000.0, 4.47290236794853
71, 1000.0, 4.4701733244049375
72, 1000.0, 4.448795816646794
73, 1000.0, 4.456528106686974
74, 1000.0, 4.443792570150207
75, 1000.0, 4.453799063143381
76, 1000.0, 4.45061517900919
77, 1000.0, 4.45789262845877
78, 1000.0, 4.460166831411764
79, 1000.0, 4.451524860190387
80, 1000.0, 4.414227931761285
81, 1000.0, 4.331901784862904
82, 1000.0, 4.3032468276551805
83, 1000.0, 3.971668037108661
84, 1000.0, 3.2316423962044216
85, 1000.0, 3.2002583954531056
86, 1000.0, 2.692656296344853
87, 1000.0, 3.2530199039625685
88, 1000.0, 3.4240399660277108
89, 1000.0, 2.9205314322348506
90, 1000.0, 2.646262556103776
91, 1000.0, 1.991746946232114
92, 1000.0, 0.9920073280959679
93, 1000.0, 0.8737487745402811
94, 1000.0, 0.3447691676738845
95, 1000.0, 0.4844052289877116
96, 1000.0, 0.4507470252834052
97, 1000.0, 0.6031186231339972
98, 1000.0, 0.7477579309444166
99, 1000.0, 1.0474978801490218
100, 1000.0, 0.9560749214386607
