iteration, reward, inf_norm_diff
1, -500.0, 13.146967037204764
2, -145.2, 12.432161666802742
3, -78.7, 14.877652214547751
4, -89.5, 14.750914050864905
5, -78.4, 14.469273687125238
6, -92.7, 11.210073782631898
7, -85.0, 4.3377467970732235
8, -81.5, 5.957017099922474
9, -80.6, 7.648822349862027
10, -78.5, 5.170233550224683
11, -79.3, 6.644758935315491
12, -77.1, 3.3751337840267137
13, -74.6, 2.613459308995237
14, -79.7, 2.5449243511485586
15, -78.8, 2.2224959247978298
16, -76.6, 4.732598344463632
17, -76.4, 2.8158887215737813
18, -77.5, 3.5980415618739516
19, -79.2, 6.202638745121229
20, -78.8, 3.664577294600983
21, -82.9, 3.157962082174731
22, -86.5, 6.718499587077112
23, -80.3, 7.311259567445484
24, -83.8, 8.803145273605578
25, -97.1, 2.740971592073823
26, -86.8, 2.3392085404500693
27, -93.2, 4.398469017217962
28, -74.4, 7.16624809049591
29, -99.7, 5.13348765707977
30, -81.4, 3.2471739916084235
31, -84.1, 4.381639488230928
32, -86.2, 3.373625368171827
33, -97.0, 1.3178449185768955
34, -80.4, 0.7815236742741578
35, -82.4, 1.3105946192102373
36, -85.8, 1.380557996831327
37, -94.9, 0.5996576502888827
38, -80.3, 1.402141888961505
39, -79.7, 0.8316241842602677
40, -87.4, 1.0797790584533862
41, -82.7, 2.152317830197372
42, -81.2, 0.6279455218842075
43, -79.1, 2.566286274242927
44, -80.3, 1.1033232877316528
45, -80.3, 0.7556287375943344
46, -80.8, 0.9968987977703843
47, -77.3, 1.6456327412687646
48, -79.8, 1.8030617772468582
49, -74.5, 3.6575170142011935
50, -92.4, 2.015990692236176
51, -85.3, 1.535139159986765
52, -76.7, 1.8010520039904112
53, -79.0, 1.4055908044920067
54, -84.3, 1.0876791284927434
55, -79.5, 1.0947069751863088
56, -75.6, 0.7083095187006095
57, -81.2, 1.3993717233493819
58, -75.0, 0.6322676323954206
59, -77.5, 0.6723234196338104
60, -78.6, 0.6316964538599439
61, -75.4, 1.5127234997453036
62, -93.2, 1.1904962939284254
63, -81.3, 1.9738495606949062
64, -84.8, 0.7957482796203276
65, -78.6, 0.750256681029629
66, -79.4, 0.7190678792512797
67, -79.5, 0.5404351664333569
68, -84.2, 0.7811000390453877
69, -82.1, 0.7469130876834207
70, -72.9, 0.8774814462122823
71, -86.6, 1.3061338984070396
72, -77.1, 0.8265534332427049
73, -79.8, 0.5047319381191877
74, -75.6, 0.733643746029684
75, -75.8, 0.48504729932036583
76, -77.8, 1.106880128265825
77, -83.6, 1.4333327318097746
78, -84.0, 0.6515132642540918
79, -79.6, 1.6301279530677732
80, -80.2, 0.9705118710494613
81, -82.3, 0.7877548741579258
82, -89.2, 1.3596530993560432
83, -80.8, 0.5280235029455228
84, -83.3, 0.7930628295456764
85, -76.1, 0.5943371545295226
86, -83.6, 0.9248292970914058
87, -81.3, 0.9395102100207708
88, -77.5, 1.6806085282024803
89, -76.9, 1.4733111534722603
90, -76.7, 1.516570116458059
91, -74.0, 2.168366875876173
92, -80.9, 1.1555282420839672
93, -79.4, 1.2891795092637266
94, -78.0, 2.120002572938666
95, -81.7, 0.9039537401279674
96, -79.5, 1.5491782892633603
97, -77.6, 0.8461695369876209
98, -82.5, 0.7942993898229522
99, -79.1, 0.8998574293978936
100, -80.9, 0.8516419495663414
101, -78.8, 0.727444321735022
102, -83.4, 1.8032507045540147
103, -81.5, 1.970891075415118
104, -80.4, 1.8910169184330776
105, -88.2, 0.8941471960406049
106, -81.5, 0.5907426713767533
107, -79.7, 0.5962311211882323
108, -80.0, 0.5860532014533092
109, -79.6, 1.3177376572419783
110, -78.6, 1.080675825908325
111, -78.6, 1.1493139049517205
112, -89.6, 0.696499608546541
113, -82.4, 1.3744548520561028
114, -84.4, 0.2847861846520778
115, -79.0, 0.763071197254944
116, -80.6, 0.5356889331780107
117, -85.2, 0.7141816406656686
118, -81.0, 1.4311574361883777
119, -89.3, 0.4615721892258788
120, -82.1, 1.2907856421680897
121, -76.4, 0.9795436818461554
122, -98.7, 1.0832962106493726
123, -81.6, 0.3663175352979723
124, -78.3, 0.5498247748558097
125, -78.4, 0.7600645491441403
126, -79.2, 1.1865031729295004
127, -81.4, 0.48228912718188444
128, -84.9, 0.9364197351462287
129, -81.8, 0.7562250137695904
130, -79.3, 0.9558251084441196
131, -81.1, 0.9353180760518799
132, -80.7, 0.38408597701677694
133, -82.7, 1.2859818281758537
134, -85.9, 0.7400264225885899
135, -78.4, 0.7869321965649132
136, -78.3, 0.6071902641539866
137, -78.2, 1.3825837364708122
138, -86.2, 1.2001457117903513
