iteration, reward, inf_norm_diff
1, -500.0, 2.2547090902017644
2, -500.0, 2.2284198522238508
3, -500.0, 2.267820563452062
4, -500.0, 2.263298852317353
5, -500.0, 2.3867711599504307
6, -500.0, 2.4720598835224665
7, -500.0, 2.4761469585880587
8, -500.0, 2.577529807499146
9, -500.0, 2.6048431327084565
10, -500.0, 2.538261135564069
11, -500.0, 2.354819651357266
12, -500.0, 2.3200112589842585
13, -500.0, 2.3344837526630453
14, -500.0, 2.39585798056019
15, -500.0, 2.379887142841513
16, -500.0, 2.3822977399520107
17, -500.0, 2.2974497390307413
18, -500.0, 2.3509226572936854
19, -500.0, 2.360716079581477
20, -500.0, 2.3771562843792484
21, -500.0, 2.5040903005551143
22, -500.0, 2.6580319906362995
23, -423.5, 2.733220353901681
24, -421.4, 2.6393648947902806
25, -289.8, 2.525658066787736
26, -88.5, 2.533174064465868
27, -80.6, 2.4530921067821008
28, -84.0, 2.3872671699703853
29, -82.2, 2.2760737663030777
30, -87.8, 1.935845144074181
31, -77.5, 1.852129003484089
32, -81.3, 1.7576751299871718
33, -76.9, 1.5288537245261704
34, -82.3, 1.2737067344090631
35, -71.0, 1.1756416571319646
36, -75.4, 1.1153432060635529
37, -73.6, 0.9934487856080887
38, -70.4, 0.9146085348497357
39, -89.3, 0.8037503582737231
40, -77.1, 0.6612556501513029
41, -76.9, 0.695456225869427
42, -79.5, 0.6481760012163515
43, -83.5, 0.6245767029050051
44, -78.0, 0.6980144763921948
45, -80.8, 0.6465647441786352
46, -77.9, 0.5924777038652396
47, -81.0, 0.6275084942641467
48, -96.9, 0.5792645060043574
49, -78.5, 0.6219619585379957
50, -80.1, 0.574388936616714
51, -90.8, 0.5494043628466198
52, -93.5, 0.5863258845100544
53, -78.4, 0.56894168275172
54, -90.7, 0.6038419704011511
55, -87.4, 0.4739720604690866
56, -81.0, 0.526083546776388
57, -82.1, 0.49370341076031665
58, -84.0, 0.5244231404190951
59, -82.4, 0.48150619584355714
60, -83.8, 0.5126603263679337
61, -90.4, 0.4897610999648537
62, -100.4, 0.5084099185309868
63, -75.5, 0.4585946135688943
64, -100.9, 0.4949045788745678
65, -76.8, 0.463845961690312
66, -91.5, 0.4504476651507383
67, -86.7, 0.4623499832051103
68, -93.5, 0.42507327550529317
69, -98.4, 0.4204806875444839
70, -82.7, 0.4669179789459723
71, -94.3, 0.42412527413052514
72, -86.4, 0.4223332480511581
73, -78.6, 0.44501096188911815
74, -87.8, 0.45378987131561427
75, -84.1, 0.4321327071107347
76, -81.0, 0.5000544211775726
77, -87.3, 0.4695256536328521
78, -81.3, 0.44043625542050074
79, -73.5, 0.4170451848438359
80, -90.0, 0.4311777420180833
81, -90.5, 0.4423587899493966
